age,attrition,business-travel,department,distance-from-home,education,education-field,employee-number,environment-satisfaction,gender,job-involvement,job-level,job-role,job-satisfaction,marial-status,monthly-income,number-of-companies-worked-at,over-time,last-salary-increase-percentage,performance-rating,relationship-satisfaction,stock-option-level,total-working-years,work-life-balance,years-at-company,years-in-current-role,years-since-last-promotion,years-with-current-manager
22.0,No,Travel_Rarely,Research & Development,11.0,3.0,Medical,511.0,1.0,Female,3.0,1.0,Research Scientist,2.0,Married,2244.0,1.0,No,13.0,3.0,4.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0
36.0,No,Travel_Rarely,Sales,2.0,2.0,Medical,513.0,2.0,Male,2.0,3.0,Sales Executive,3.0,Married,7596.0,1.0,No,13.0,3.0,2.0,2.0,10.0,3.0,10.0,9.0,9.0,0.0
30.0,Yes,Travel_Frequently,Research & Development,4.0,3.0,Technical Degree,514.0,3.0,Male,3.0,1.0,Research Scientist,4.0,Single,2285.0,9.0,Yes,23.0,4.0,3.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0
37.0,No,Travel_Rarely,Research & Development,14.0,3.0,Life Sciences,515.0,4.0,Female,3.0,1.0,Laboratory Technician,1.0,Divorced,3034.0,1.0,No,12.0,3.0,3.0,1.0,18.0,2.0,18.0,7.0,12.0,17.0
40.0,No,Travel_Rarely,Sales,2.0,2.0,Marketing,516.0,4.0,Female,3.0,2.0,Sales Executive,2.0,Divorced,5715.0,7.0,No,12.0,3.0,3.0,2.0,8.0,3.0,5.0,4.0,1.0,3.0
42.0,No,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,517.0,2.0,Female,3.0,1.0,Laboratory Technician,1.0,Divorced,2576.0,3.0,No,16.0,3.0,2.0,1.0,8.0,3.0,5.0,2.0,1.0,2.0
37.0,No,Travel_Rarely,Research & Development,10.0,4.0,Life Sciences,518.0,3.0,Male,3.0,2.0,Manufacturing Director,2.0,Single,4197.0,2.0,Yes,12.0,3.0,4.0,0.0,18.0,2.0,1.0,0.0,0.0,1.0
43.0,No,Travel_Rarely,Research & Development,12.0,3.0,Life Sciences,520.0,1.0,Male,2.0,4.0,Research Director,2.0,Divorced,14336.0,1.0,No,11.0,3.0,3.0,1.0,25.0,3.0,25.0,10.0,3.0,9.0
40.0,No,Travel_Rarely,Research & Development,2.0,3.0,Medical,521.0,2.0,Female,2.0,2.0,Laboratory Technician,3.0,Married,3448.0,6.0,No,22.0,4.0,2.0,1.0,20.0,3.0,1.0,0.0,0.0,0.0
54.0,No,Travel_Rarely,Research & Development,5.0,2.0,Medical,522.0,1.0,Male,3.0,5.0,Research Director,1.0,Married,19406.0,4.0,No,11.0,3.0,3.0,1.0,24.0,2.0,4.0,2.0,1.0,2.0
34.0,No,Non-Travel,Sales,4.0,4.0,Marketing,523.0,3.0,Female,3.0,2.0,Sales Executive,3.0,Married,6538.0,9.0,No,15.0,3.0,1.0,1.0,6.0,3.0,3.0,2.0,1.0,2.0
31.0,No,Travel_Rarely,Research & Development,7.0,2.0,Medical,524.0,2.0,Female,3.0,2.0,Manufacturing Director,1.0,Married,4306.0,1.0,No,12.0,3.0,2.0,1.0,13.0,1.0,13.0,10.0,3.0,12.0
43.0,No,Travel_Frequently,Research & Development,21.0,3.0,Medical,525.0,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,2258.0,7.0,No,20.0,4.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0,2.0
43.0,No,Travel_Rarely,Research & Development,8.0,4.0,Other,526.0,3.0,Female,3.0,2.0,Healthcare Representative,3.0,Divorced,4522.0,4.0,Yes,14.0,3.0,4.0,0.0,8.0,3.0,5.0,2.0,0.0,2.0
25.0,No,Travel_Rarely,Sales,4.0,2.0,Life Sciences,527.0,2.0,Female,2.0,2.0,Sales Executive,4.0,Single,4487.0,1.0,Yes,11.0,3.0,2.0,0.0,5.0,3.0,5.0,4.0,1.0,3.0
37.0,No,Non-Travel,Research & Development,25.0,5.0,Medical,529.0,2.0,Female,3.0,2.0,Research Scientist,3.0,Married,4449.0,3.0,Yes,15.0,3.0,1.0,2.0,15.0,3.0,13.0,11.0,10.0,7.0
31.0,No,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,530.0,4.0,Male,2.0,1.0,Laboratory Technician,1.0,Married,2218.0,1.0,No,12.0,3.0,3.0,1.0,4.0,3.0,4.0,2.0,3.0,2.0
39.0,No,Travel_Frequently,Research & Development,1.0,1.0,Life Sciences,531.0,2.0,Male,3.0,5.0,Manager,3.0,Divorced,19197.0,1.0,Yes,14.0,3.0,3.0,1.0,21.0,3.0,21.0,8.0,1.0,6.0
56.0,No,Travel_Frequently,Sales,6.0,3.0,Life Sciences,532.0,3.0,Female,4.0,4.0,Sales Executive,1.0,Married,13212.0,9.0,No,11.0,3.0,4.0,3.0,36.0,2.0,7.0,7.0,7.0,7.0
30.0,No,Travel_Rarely,Sales,12.0,3.0,Technical Degree,533.0,2.0,Female,3.0,2.0,Sales Executive,3.0,Single,6577.0,0.0,No,11.0,3.0,2.0,0.0,6.0,3.0,5.0,4.0,4.0,4.0
41.0,No,Travel_Rarely,Sales,1.0,3.0,Marketing,534.0,2.0,Male,4.0,3.0,Sales Executive,1.0,Married,8392.0,1.0,No,16.0,3.0,3.0,1.0,10.0,3.0,10.0,7.0,0.0,7.0
28.0,No,Travel_Rarely,Research & Development,17.0,2.0,Medical,536.0,3.0,,3.0,2.0,Laboratory Technician,1.0,Divorced,4558.0,1.0,No,12.0,3.0,4.0,1.0,10.0,3.0,10.0,0.0,1.0,8.0
25.0,Yes,Travel_Rarely,Research & Development,3.0,3.0,Medical,538.0,1.0,Male,3.0,1.0,Laboratory Technician,1.0,Married,4031.0,5.0,No,13.0,3.0,3.0,1.0,6.0,3.0,2.0,2.0,0.0,2.0
52.0,No,Travel_Rarely,Research & Development,3.0,3.0,Medical,543.0,4.0,Male,2.0,3.0,Manufacturing Director,3.0,Married,7969.0,2.0,Yes,14.0,3.0,3.0,0.0,28.0,3.0,5.0,4.0,0.0,4.0
45.0,No,Travel_Rarely,Research & Development,10.0,2.0,Life Sciences,544.0,1.0,Male,3.0,1.0,Research Scientist,4.0,Married,2654.0,3.0,No,21.0,4.0,4.0,2.0,8.0,2.0,2.0,2.0,0.0,2.0
52.0,No,Travel_Rarely,Research & Development,4.0,2.0,Life Sciences,546.0,4.0,Female,3.0,4.0,Manager,4.0,Married,16555.0,2.0,No,13.0,3.0,4.0,0.0,31.0,1.0,5.0,2.0,1.0,4.0
42.0,No,Travel_Frequently,Research & Development,29.0,2.0,Life Sciences,547.0,1.0,Female,3.0,2.0,Research Scientist,3.0,Divorced,4556.0,2.0,No,11.0,3.0,2.0,1.0,19.0,3.0,5.0,4.0,0.0,2.0
30.0,No,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,548.0,3.0,Female,1.0,2.0,Manufacturing Director,4.0,Single,6091.0,2.0,No,20.0,4.0,3.0,0.0,11.0,3.0,5.0,4.0,0.0,2.0
60.0,No,Travel_Rarely,Research & Development,7.0,3.0,Life Sciences,549.0,1.0,Female,3.0,5.0,Manager,1.0,Married,19566.0,5.0,No,11.0,3.0,4.0,0.0,33.0,1.0,29.0,8.0,11.0,10.0
46.0,No,Travel_Rarely,Research & Development,18.0,3.0,Medical,550.0,3.0,Female,3.0,2.0,Manufacturing Director,3.0,Divorced,4810.0,2.0,No,14.0,3.0,3.0,1.0,19.0,2.0,10.0,7.0,0.0,8.0
42.0,No,,Research & Development,28.0,4.0,Technical Degree,551.0,4.0,Female,2.0,2.0,Healthcare Representative,4.0,Married,4523.0,0.0,No,11.0,3.0,4.0,3.0,7.0,4.0,6.0,5.0,0.0,4.0
24.0,Yes,Travel_Rarely,Sales,1.0,1.0,Technical Degree,554.0,1.0,Female,3.0,1.0,Sales Representative,2.0,Single,3202.0,1.0,Yes,16.0,3.0,,0.0,6.0,3.0,5.0,3.0,1.0,4.0
34.0,Yes,Travel_Frequently,Sales,6.0,2.0,Marketing,555.0,4.0,Female,1.0,1.0,Sales Representative,3.0,Divorced,2351.0,0.0,No,16.0,3.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0
38.0,No,Travel_Frequently,Research & Development,2.0,2.0,Life Sciences,556.0,4.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,1702.0,1.0,Yes,23.0,4.0,3.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
40.0,No,Travel_Rarely,Sales,2.0,4.0,Life Sciences,558.0,3.0,Female,3.0,5.0,Manager,3.0,Married,18041.0,0.0,No,14.0,3.0,4.0,0.0,21.0,3.0,20.0,15.0,1.0,12.0
26.0,No,Travel_Rarely,Research & Development,23.0,3.0,Life Sciences,560.0,1.0,Female,3.0,1.0,Research Scientist,4.0,Divorced,2886.0,1.0,No,22.0,4.0,2.0,2.0,3.0,1.0,3.0,2.0,0.0,2.0
30.0,No,Non-Travel,Research & Development,3.0,3.0,Life Sciences,562.0,3.0,Male,3.0,1.0,Laboratory Technician,4.0,Married,2097.0,4.0,No,15.0,3.0,3.0,1.0,9.0,1.0,5.0,3.0,1.0,4.0
29.0,No,Travel_Rarely,Research & Development,3.0,4.0,Medical,564.0,2.0,Male,2.0,3.0,Research Director,3.0,Married,11935.0,1.0,No,18.0,3.0,3.0,0.0,10.0,3.0,10.0,2.0,0.0,7.0
29.0,Yes,Travel_Rarely,Research & Development,25.0,5.0,Technical Degree,565.0,3.0,Female,2.0,1.0,Research Scientist,2.0,Married,2546.0,5.0,No,16.0,3.0,2.0,0.0,6.0,4.0,2.0,2.0,1.0,1.0
19.0,Yes,Travel_Rarely,Human Resources,2.0,2.0,Technical Degree,566.0,1.0,Male,2.0,1.0,Human Resources,4.0,Single,2564.0,1.0,No,12.0,3.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
30.0,No,Non-Travel,Sales,22.0,4.0,Other,567.0,3.0,Female,3.0,3.0,Sales Executive,1.0,Married,8412.0,0.0,No,11.0,3.0,3.0,0.0,10.0,3.0,9.0,8.0,7.0,8.0
57.0,No,Travel_Rarely,Sales,29.0,3.0,Marketing,568.0,1.0,Male,2.0,4.0,Manager,,Divorced,14118.0,3.0,No,12.0,3.0,,1.0,32.0,2.0,1.0,0.0,0.0,0.0
50.0,No,Travel_Rarely,Research & Development,29.0,4.0,Life Sciences,569.0,2.0,Male,2.0,4.0,Manager,3.0,Married,17046.0,0.0,No,15.0,3.0,2.0,1.0,28.0,3.0,27.0,10.0,15.0,7.0
30.0,No,Non-Travel,Research & Development,2.0,3.0,Medical,571.0,3.0,Female,3.0,1.0,Laboratory Technician,4.0,Single,2564.0,0.0,No,14.0,3.0,3.0,0.0,12.0,2.0,11.0,7.0,6.0,7.0
60.0,No,Travel_Frequently,Sales,28.0,3.0,Marketing,573.0,3.0,Female,2.0,3.0,Sales Executive,1.0,Married,10266.0,4.0,No,19.0,3.0,4.0,0.0,22.0,4.0,18.0,13.0,13.0,11.0
47.0,No,Travel_Rarely,Research & Development,2.0,2.0,Medical,574.0,1.0,Female,3.0,2.0,Manufacturing Director,4.0,Divorced,5070.0,5.0,No,13.0,3.0,3.0,3.0,20.0,3.0,5.0,0.0,0.0,4.0
46.0,No,Travel_Rarely,Research & Development,2.0,3.0,Life Sciences,575.0,1.0,Male,3.0,4.0,Research Director,3.0,Married,17861.0,6.0,No,13.0,3.0,3.0,0.0,26.0,1.0,3.0,2.0,0.0,1.0
35.0,No,Travel_Rarely,Research & Development,22.0,3.0,Life Sciences,577.0,4.0,Male,1.0,1.0,Laboratory Technician,3.0,Single,4230.0,0.0,No,15.0,3.0,3.0,0.0,6.0,3.0,5.0,4.0,4.0,3.0
54.0,No,Travel_Rarely,Research & Development,8.0,4.0,Life Sciences,578.0,3.0,Female,3.0,2.0,Laboratory Technician,3.0,Single,3780.0,7.0,No,,3.0,3.0,0.0,19.0,3.0,1.0,0.0,0.0,0.0
34.0,No,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,579.0,4.0,Male,2.0,1.0,Research Scientist,3.0,Divorced,2768.0,3.0,No,12.0,3.0,3.0,1.0,14.0,3.0,7.0,3.0,5.0,7.0
46.0,No,Travel_Rarely,Sales,10.0,3.0,Marketing,580.0,3.0,Female,2.0,3.0,Sales Executive,4.0,Married,9071.0,2.0,Yes,19.0,3.0,3.0,1.0,15.0,3.0,3.0,2.0,1.0,2.0
31.0,No,Travel_Rarely,Research & Development,9.0,1.0,Life Sciences,581.0,3.0,Male,3.0,3.0,Manufacturing Director,2.0,Divorced,10648.0,1.0,No,25.0,4.0,4.0,1.0,13.0,4.0,13.0,8.0,0.0,8.0
33.0,Yes,Travel_Rarely,Research & Development,15.0,1.0,Medical,582.0,2.0,Male,3.0,3.0,Manager,3.0,Married,13610.0,7.0,Yes,12.0,3.0,4.0,0.0,15.0,4.0,7.0,6.0,7.0,7.0
33.0,Yes,Travel_Rarely,Research & Development,10.0,1.0,Medical,584.0,1.0,Male,1.0,1.0,Laboratory Technician,4.0,Divorced,3408.0,7.0,No,13.0,3.0,1.0,3.0,8.0,3.0,4.0,3.0,1.0,3.0
30.0,No,Travel_Rarely,Sales,7.0,1.0,Marketing,585.0,4.0,Male,3.0,1.0,Sales Representative,2.0,Single,2983.0,0.0,No,14.0,3.0,1.0,0.0,4.0,3.0,3.0,2.0,1.0,2.0
35.0,No,Travel_Rarely,Research & Development,16.0,3.0,Life Sciences,586.0,4.0,Male,3.0,3.0,Healthcare Representative,3.0,Married,7632.0,4.0,Yes,12.0,3.0,3.0,0.0,10.0,3.0,8.0,7.0,0.0,0.0
31.0,Yes,Travel_Frequently,Research & Development,20.0,3.0,Life Sciences,587.0,1.0,Male,3.0,3.0,Healthcare Representative,3.0,Married,9824.0,3.0,No,12.0,3.0,1.0,0.0,12.0,3.0,1.0,0.0,0.0,0.0
34.0,Yes,Travel_Frequently,Human Resources,23.0,3.0,Human Resources,590.0,2.0,Female,3.0,3.0,Human Resources,1.0,Divorced,9950.0,9.0,Yes,15.0,3.0,3.0,3.0,11.0,3.0,3.0,2.0,0.0,2.0
42.0,No,Travel_Frequently,Research & Development,5.0,2.0,Other,591.0,2.0,Male,3.0,1.0,Laboratory Technician,3.0,Married,2093.0,4.0,No,17.0,3.0,4.0,1.0,8.0,3.0,2.0,2.0,2.0,0.0
36.0,No,Non-Travel,Sales,10.0,4.0,Medical,592.0,2.0,Male,3.0,3.0,Sales Executive,4.0,Single,9980.0,1.0,No,14.0,3.0,4.0,0.0,10.0,2.0,10.0,3.0,9.0,7.0
22.0,Yes,Travel_Frequently,Research & Development,4.0,1.0,Technical Degree,593.0,3.0,Male,2.0,1.0,Laboratory Technician,3.0,Single,3894.0,5.0,No,16.0,3.0,3.0,0.0,4.0,3.0,2.0,2.0,1.0,2.0
48.0,No,Travel_Rarely,Sales,2.0,5.0,Marketing,595.0,,Female,3.0,2.0,Sales Executive,4.0,Married,4051.0,2.0,No,14.0,3.0,1.0,1.0,14.0,3.0,9.0,7.0,6.0,7.0
55.0,No,Travel_Rarely,Sales,18.0,5.0,Life Sciences,597.0,1.0,Female,3.0,4.0,Manager,2.0,Single,16835.0,3.0,No,23.0,4.0,4.0,0.0,37.0,3.0,10.0,9.0,7.0,7.0
41.0,No,Non-Travel,Sales,10.0,2.0,Life Sciences,,4.0,Male,3.0,2.0,Sales Executive,4.0,Single,6230.0,7.0,No,14.0,3.0,4.0,0.0,16.0,3.0,14.0,3.0,1.0,10.0
35.0,No,Travel_Rarely,Sales,1.0,3.0,Marketing,600.0,2.0,Male,3.0,2.0,Sales Executive,3.0,Married,4717.0,9.0,No,11.0,3.0,3.0,0.0,15.0,3.0,11.0,9.0,6.0,9.0
40.0,No,Travel_Rarely,Research & Development,6.0,3.0,Life Sciences,601.0,2.0,Female,3.0,4.0,Manufacturing Director,3.0,Single,13237.0,7.0,No,15.0,3.0,3.0,0.0,22.0,3.0,20.0,6.0,5.0,13.0
39.0,No,Travel_Frequently,Research & Development,8.0,1.0,Life Sciences,602.0,3.0,Female,3.0,1.0,Laboratory Technician,3.0,Married,3755.0,1.0,No,11.0,3.0,1.0,1.0,8.0,3.0,8.0,,0.0,7.0
31.0,No,Travel_Rarely,Sales,2.0,1.0,Life Sciences,604.0,2.0,Male,3.0,2.0,Sales Executive,4.0,Single,6582.0,4.0,Yes,13.0,3.0,3.0,0.0,10.0,4.0,6.0,5.0,0.0,5.0
42.0,No,Travel_Rarely,Research & Development,24.0,3.0,Medical,605.0,4.0,Male,3.0,3.0,Manufacturing Director,1.0,Married,7406.0,1.0,Yes,21.0,4.0,4.0,1.0,10.0,2.0,10.0,9.0,5.0,8.0
45.0,No,Travel_Rarely,Sales,2.0,3.0,Other,606.0,4.0,Male,3.0,2.0,Sales Executive,2.0,Married,4805.0,0.0,No,19.0,3.0,2.0,1.0,9.0,4.0,8.0,7.0,3.0,7.0
26.0,Yes,Travel_Frequently,Human Resources,17.0,4.0,Life Sciences,608.0,2.0,Female,3.0,1.0,Human Resources,3.0,Divorced,2741.0,0.0,Yes,11.0,3.0,2.0,1.0,8.0,2.0,7.0,7.0,1.0,0.0
29.0,No,Travel_Rarely,Research & Development,19.0,3.0,Technical Degree,611.0,4.0,Male,3.0,2.0,Manufacturing Director,4.0,Divorced,4262.0,4.0,No,12.0,3.0,2.0,2.0,8.0,4.0,3.0,2.0,1.0,2.0
,No,Travel_Rarely,Research & Development,1.0,5.0,Medical,612.0,1.0,Female,4.0,4.0,Research Director,3.0,Divorced,16184.0,4.0,No,19.0,3.0,3.0,1.0,10.0,3.0,6.0,1.0,0.0,5.0
31.0,No,Travel_Rarely,Sales,7.0,3.0,Life Sciences,613.0,3.0,Male,2.0,3.0,Manager,4.0,Divorced,11557.0,,No,21.0,4.0,3.0,1.0,10.0,2.0,5.0,4.0,0.0,1.0
18.0,Yes,Travel_Frequently,Sales,5.0,3.0,Marketing,614.0,2.0,Male,3.0,1.0,Sales Representative,2.0,Single,1878.0,1.0,Yes,14.0,3.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
40.0,No,Non-Travel,Sales,28.0,3.0,Other,615.0,3.0,Male,1.0,3.0,Sales Executive,1.0,Divorced,10932.0,3.0,No,15.0,3.0,3.0,1.0,20.0,3.0,1.0,0.0,0.0,1.0
41.0,No,Non-Travel,Research & Development,2.0,4.0,Other,616.0,1.0,Female,2.0,2.0,Healthcare Representative,3.0,Single,6811.0,2.0,Yes,17.0,3.0,1.0,0.0,10.0,3.0,8.0,7.0,0.0,7.0
26.0,No,Travel_Rarely,Sales,29.0,2.0,Medical,618.0,1.0,Male,3.0,2.0,Sales Executive,3.0,Divorced,4306.0,5.0,No,12.0,3.0,1.0,2.0,8.0,3.0,0.0,0.0,0.0,0.0
35.0,No,Travel_Rarely,Sales,1.0,3.0,Medical,620.0,1.0,Female,3.0,2.0,Sales Executive,3.0,Single,4859.0,1.0,No,,3.0,4.0,0.0,5.0,3.0,5.0,4.0,0.0,3.0
34.0,No,Travel_Rarely,Sales,21.0,4.0,Life Sciences,621.0,4.0,Male,4.0,2.0,Sales Executive,4.0,Single,5337.0,1.0,No,12.0,3.0,4.0,0.0,10.0,3.0,10.0,7.0,5.0,7.0
26.0,Yes,Travel_Rarely,Research & Development,24.0,3.0,Technical Degree,622.0,3.0,Male,1.0,,Laboratory Technician,4.0,Single,2340.0,1.0,Yes,18.0,3.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
37.0,No,Travel_Rarely,Research & Development,1.0,3.0,Technical Degree,623.0,2.0,Female,3.0,3.0,Manufacturing Director,4.0,Single,7491.0,4.0,No,17.0,3.0,4.0,0.0,12.0,4.0,6.0,5.0,1.0,2.0
46.0,No,Travel_Frequently,Research & Development,18.0,1.0,Medical,624.0,1.0,Female,3.0,3.0,Healthcare Representative,3.0,Married,10527.0,5.0,No,11.0,3.0,4.0,0.0,28.0,2.0,2.0,2.0,1.0,2.0
41.0,No,Travel_Rarely,Sales,2.0,5.0,Life Sciences,625.0,2.0,Female,3.0,4.0,Manager,1.0,Married,16595.0,7.0,No,16.0,3.0,2.0,1.0,22.0,3.0,18.0,16.0,11.0,8.0
37.0,No,Non-Travel,Sales,9.0,4.0,Medical,626.0,1.0,Male,3.0,3.0,Sales Executive,2.0,Divorced,8834.0,1.0,No,13.0,3.0,4.0,1.0,9.0,3.0,9.0,5.0,7.0,7.0
52.0,No,Travel_Rarely,Research & Development,6.0,2.0,Technical Degree,630.0,4.0,,3.0,2.0,Research Scientist,1.0,Divorced,5577.0,3.0,Yes,12.0,3.0,2.0,2.0,18.0,3.0,10.0,9.0,6.0,9.0
32.0,Yes,Non-Travel,Sales,11.0,4.0,Other,631.0,4.0,Male,4.0,2.0,Sales Executive,3.0,Married,4707.0,8.0,No,12.0,3.0,4.0,0.0,6.0,3.0,4.0,2.0,1.0,2.0
24.0,No,Travel_Frequently,Sales,24.0,3.0,Medical,632.0,4.0,Male,3.0,1.0,Sales Representative,4.0,Married,2400.0,0.0,No,13.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,1.0
38.0,No,Travel_Rarely,Research & Development,10.0,3.0,Medical,634.0,3.0,Female,3.0,2.0,Healthcare Representative,3.0,Married,9824.0,3.0,No,19.0,3.0,3.0,1.0,18.0,3.0,1.0,0.0,0.0,0.0
37.0,No,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,635.0,2.0,Female,3.0,2.0,Manufacturing Director,2.0,Married,6447.0,6.0,No,12.0,3.0,2.0,1.0,8.0,2.0,6.0,5.0,4.0,3.0
49.0,No,Travel_Rarely,Research & Development,18.0,4.0,Life Sciences,638.0,4.0,Male,2.0,5.0,Research Director,3.0,Divorced,19502.0,1.0,Yes,17.0,3.0,3.0,1.0,31.0,3.0,31.0,9.0,0.0,9.0
24.0,No,Travel_Rarely,Research & Development,23.0,3.0,Medical,639.0,2.0,Male,4.0,1.0,Research Scientist,4.0,Married,2725.0,1.0,Yes,11.0,3.0,2.0,2.0,6.0,3.0,6.0,5.0,1.0,4.0
26.0,No,Travel_Rarely,Sales,28.0,2.0,Marketing,641.0,1.0,Male,3.0,2.0,Sales Executive,2.0,Married,6272.0,1.0,No,20.0,4.0,4.0,2.0,6.0,4.0,5.0,3.0,1.0,4.0
24.0,No,Travel_Rarely,Research & Development,17.0,2.0,Other,643.0,4.0,Male,2.0,1.0,Laboratory Technician,2.0,Married,2127.0,1.0,No,21.0,4.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0
50.0,No,Travel_Frequently,Human Resources,3.0,3.0,Medical,644.0,1.0,Male,3.0,5.0,Manager,2.0,Married,18200.0,1.0,No,11.0,3.0,3.0,1.0,32.0,3.0,32.0,5.0,10.0,7.0
25.0,No,Travel_Rarely,Sales,13.0,1.0,Medical,645.0,2.0,Male,3.0,1.0,Sales Representative,3.0,Married,2096.0,1.0,No,11.0,3.0,3.0,0.0,7.0,3.0,7.0,4.0,0.0,6.0
24.0,Yes,Travel_Frequently,Research & Development,7.0,3.0,Life Sciences,647.0,1.0,Female,3.0,1.0,Laboratory Technician,3.0,Married,2886.0,1.0,Yes,16.0,3.0,4.0,1.0,6.0,3.0,6.0,3.0,1.0,2.0
30.0,Yes,Travel_Frequently,Sales,12.0,4.0,Life Sciences,648.0,2.0,Male,2.0,1.0,Sales Representative,1.0,Married,2033.0,1.0,No,18.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0
34.0,No,Travel_Rarely,Research & Development,1.0,2.0,Life Sciences,649.0,2.0,Male,2.0,1.0,Research Scientist,4.0,Married,3622.0,1.0,Yes,13.0,3.0,4.0,1.0,6.0,3.0,6.0,5.0,1.0,
31.0,Yes,Travel_Rarely,Sales,13.0,4.0,Medical,650.0,2.0,Male,3.0,2.0,Sales Executive,1.0,Divorced,4233.0,2.0,No,17.0,3.0,3.0,0.0,9.0,1.0,3.0,1.0,1.0,2.0
35.0,No,Travel_Rarely,Research & Development,25.0,2.0,Other,652.0,1.0,Male,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,4.0,No,,3.0,4.0,0.0,9.0,3.0,3.0,2.0,0.0,2.0
31.0,No,Travel_Rarely,Sales,6.0,4.0,Medical,653.0,1.0,Male,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,4.0,No,22.0,4.0,4.0,2.0,13.0,4.0,7.0,7.0,5.0,7.0
27.0,No,Travel_Rarely,Research & Development,6.0,4.0,Medical,655.0,1.0,Female,2.0,1.0,Research Scientist,3.0,Divorced,2187.0,0.0,No,12.0,3.0,3.0,2.0,6.0,2.0,5.0,3.0,0.0,3.0
37.0,No,Travel_Rarely,Sales,2.0,3.0,Marketing,656.0,4.0,Male,3.0,2.0,Sales Executive,3.0,Married,9602.0,4.0,Yes,11.0,3.0,3.0,1.0,17.0,2.0,3.0,0.0,1.0,0.0
20.0,No,Travel_Rarely,Research & Development,1.0,3.0,Life Sciences,657.0,4.0,Female,2.0,1.0,Research Scientist,2.0,Single,2836.0,1.0,No,13.0,3.0,4.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0
42.0,No,Travel_Rarely,Research & Development,2.0,4.0,Life Sciences,659.0,3.0,Female,3.0,2.0,Healthcare Representative,4.0,Married,4089.0,1.0,No,13.0,3.0,2.0,2.0,10.0,3.0,10.0,2.0,2.0,2.0
43.0,No,Travel_Rarely,Research & Development,6.0,4.0,Other,661.0,2.0,Male,2.0,4.0,Research Director,4.0,Divorced,16627.0,4.0,Yes,14.0,3.0,3.0,1.0,21.0,2.0,1.0,0.0,0.0,0.0
38.0,No,Travel_Rarely,Research & Development,1.0,1.0,Life Sciences,662.0,3.0,Female,3.0,1.0,Research Scientist,1.0,Single,2619.0,3.0,No,17.0,3.0,4.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0
43.0,No,Travel_Frequently,Research & Development,9.0,5.0,Medical,663.0,4.0,Male,3.0,2.0,Laboratory Technician,3.0,Divorced,5679.0,3.0,Yes,13.0,3.0,2.0,1.0,10.0,3.0,8.0,7.0,4.0,7.0
48.0,No,Travel_Rarely,Research & Development,1.0,4.0,Life Sciences,664.0,4.0,Female,2.0,4.0,Manager,1.0,Married,15402.0,7.0,No,11.0,3.0,1.0,1.0,21.0,1.0,3.0,2.0,0.0,2.0
44.0,No,Travel_Rarely,Human Resources,1.0,4.0,Life Sciences,665.0,1.0,Female,2.0,2.0,Human Resources,3.0,Single,5985.0,4.0,No,11.0,3.0,2.0,0.0,10.0,4.0,2.0,2.0,0.0,2.0
34.0,No,Travel_Rarely,Sales,14.0,3.0,Technical Degree,666.0,3.0,Female,3.0,1.0,Sales Representative,3.0,Divorced,2579.0,1.0,Yes,18.0,3.0,4.0,2.0,8.0,3.0,8.0,2.0,0.0,6.0
27.0,Yes,Travel_Rarely,Sales,2.0,1.0,Marketing,667.0,3.0,Male,3.0,1.0,Sales Representative,1.0,Divorced,3041.0,0.0,No,11.0,3.0,2.0,1.0,5.0,3.0,4.0,3.0,0.0,2.0
21.0,No,Travel_Rarely,Sales,22.0,1.0,Technical Degree,669.0,3.0,Male,3.0,1.0,Sales Representative,3.0,Single,3447.0,1.0,No,11.0,3.0,3.0,0.0,3.0,3.0,3.0,2.0,1.0,2.0
44.0,No,Travel_Rarely,Research & Development,3.0,4.0,Other,671.0,4.0,Male,3.0,5.0,Manager,4.0,Married,19513.0,4.0,Yes,12.0,3.0,1.0,1.0,26.0,4.0,2.0,2.0,0.0,1.0
22.0,No,Travel_Rarely,Research & Development,6.0,1.0,Medical,675.0,1.0,Male,,1.0,Research Scientist,3.0,Married,2773.0,0.0,No,20.0,4.0,4.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0
